microwaves_name,microwaves_reviews,microwaves_price
Premier COMMERCIAL ELECTRIC OVEN 0NE DECK TWO TRAYS,(0),"KSh 91,800"
Roch 20 Liters Digital MicrowaveDon’t waste a lot of time trying to lit your stove to just warm up your food to steaming hot. Get yourself a life saving and time saving appliance to make your life muc,(0),"KSh 11,599"
Nunix Electric Rotisserie Oven,(0),"KSh 13,190"
Nunix Electric Rotisserie Oven,(0),"KSh 14,285"
Nunix 20L Electric Rotisserie Oven,(0),"KSh 6,349"
20 Litres Electric Rotisserie Oven,(0),"KSh 10,700"
"Nunix 3 IN 1 BREAKFAST MAKER; TOASTER,OVEN, COFFEE MAKER",(0),"KSh 8,100"
Nunix 20L Electric Rotisserie Oven For Baking And Grilling,(0),"KSh 8,700"
3Pcs Round Bakeware Set With Removable Bottom,(0),"KSh 1,800"
Nunix oven 40 ltrs,(0),"KSh 8,433"
"CLEARANCE OFFER Sokany 6-IN-1 Turbo Oven Cook, Bake ,Grill ,DEFROST",(0),"KSh 6,499"
40 Litres Electric Rotisserie Oven,(0),"KSh 10,200"
40 ltrs oven Nunix Electric Oven,(0),"KSh 10,029"
Von VARS-23DHS Single Door Fridge 185L - Silver,(0),"KSh 45,000"
ROCH DIGITAL MICROWAVENon-stick Coating Plates and Copper Wired Indicator Light M.S Body Handle to press the plates togetherOperation Method: Mechanical ModeBaking pan type: Roti MakerFunction: Non-S,(0),"KSh 9,720"
Nunix 20L Electric Rotisserie Oven - Black,(0),"KSh 6,200"
ROCH DIGITAL MICROWAVEDon’t waste a lot of time trying to lit your stove to just warm up your food to steaming hot. Get yourself a life saving and time saving appliance to make your life much easier.,(0),"KSh 9,720"
[Promotion] Nunix 60l electric oven Rotisserie,(0),"KSh 14,500"
20 Liters Nunix digital control kitchen with grill,(0),"KSh 13,375"
20 Litres Nunix digital control kitchen with grill,(0),"KSh 13,373"
20 Litres Nunix digital control kitchen with grill,(0),"KSh 13,087"
"RESTOCKED Nunix 20L Electric Rotisserie Oven, 1280W",(0),"KSh 6,599"
[promotion] Nunix 40L Electric Rotisserie Oven,(0),"KSh 10,299"
Tlac 42ltrs Electric Oven with Rotisserie,(0),"KSh 14,499"
VON VAMS20MGXMEC MANUAL MICRO WAVE,(0),"KSh 13,000"
Nunix 40L Electric Rotisserie Ovens Black,(0),"KSh 10,233"
Nunix 20 Ltrs Electric Oven With Grill,(0),"KSh 6,666"
Nunix 40L Electric Rotisserie Ovens Black,(0),"KSh 15,130"
Von VARS-23DHS Single Door Fridge 185L - Silver,(0),"KSh 45,000"
Generic Adjustable Multi-purpose Microwave Stand Organizer,(0),"KSh 1,599"
Adjustable Microwave Organizer / Stand-Quite Elegant,(0),"KSh 5,500"
Multilayer adjustable microwave/ multipurpose stand  With hanging hooks and chopping board holder Expandable Strong and durable Can be used as storage shelf or microwave/oven organizer,(0),"KSh 4,307"
"Multilayer  microwave/ multipurpose stand 
🔅 With hanging hooks and chopping board holder 
🔅 Strong and durable 
🔅Can be used as storage shelf or microwave/oven organizer",(0),"KSh 5,299"
"CLEARANCE OFFER Sayona SGC50E31-GO Electric 3+1 Gas Free Standing Cooker With Gas oven, 50*55",(1),"KSh 22,999"
"CLEARANCE OFFER Mika FREE STANDING COOKER, 50x 60, 3 Gas Pool Jet Burners + 1 Hot Plate, Function Electric Oven-",(0),"KSh 37,999"
CLEARANCE OFFER ICECOOL Volsmart 4 Burners Free Standing Gas Cooker Cooking Range with 60L Oven 3 Gas + 1 Electric,(0),"KSh 24,399"
CLEARANCE OFFER Eurochef Euro Chef EGT55-3G1E-E 55X50 3 Gas 1 Electric Standing Cooker With Electric Oven & TIMER,(0),"KSh 24,999"
CLEARANCE OFFER  Volsmart Full Gas Free Standing Cooker,(0),"KSh 20,999"
CLEARANCE OFFER Volsmart 3+1 JET standing cooker with electric oven,(0),"KSh 24,999"
CLEARANCE OFFER Eurochef Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 25,999"
Volsmart full gas standing cooker  Oven with LampAuto IgnitionOven capacity: 60LOven with thermosta,(0),"KSh 19,999"
Volsmart 3+1 standing cooker with electric oven,(0),"KSh 23,999"
CLEARANCE OFFER  Mika Standing Cooker 58 x 58 cm 3Gas + 1Electric Hotplate with Electric Oven,(0),"KSh 42,999"
CLEARANCE OFFER Volsmart 3gas +1 Jet Valve electric Free Standing cooker with electric oven,(0),"KSh 24,999"
CLEARANCE OFFER Nunix STANDING GAS COOKER (50 BY 55 BY 84 CM) 3 GAS + 1 HOT PLATE WITH ELECTRIC OVEN,(0),"KSh 24,999"
CLEARANCE OFFER Nunix 60x60 3 Gas plus 1 Electric Free Standing Cooker With Electric oven,(0),"KSh 29,999"
"CLEARANCE OFFER Eurochef EGT55-4G-E Euro chef 4 Gas Standing Gas Cooker, 50cm X 55cm Electric Oven",(0),"KSh 23,999"
CLEARANCE OFFER Eurochef Full gas Free Standing cooker with gas oven,(0),"KSh 19,499"
CLEARANCE OFFER Volsmart 3gas +1 Jet Valve electric Free Standing cooker with electric oven,(0),"KSh 24,999"
CLEARANCE OFFER BJS Quality Standing Cooker 60x60 3-GAS+1 Hot Plate With Turbo-FAN Quality Standing Cooker,(0),"KSh 38,999"
CLEARANCE OFFER Euroken EURO65-3+1-E Electric OVEN Free Stand Glass Top Cooker,(0),"KSh 24,999"
CLEARANCE OFFER 3+1  EuroChef Standing Cooker With electric oven,(0),"KSh 25,499"
CLEARANCE OFFER Eurochef full gas with electric oven +timer standing cooker,(0),"KSh 23,399"
"CLEARANCE OFFER Eurochef EGT55-4G-E Euro chef 4 Gas Standing Gas Cooker, 50cm X 55cm Electric Oven",(0),"KSh 23,999"
CLEARANCE OFFER VOLSMART Full Gas Free Standing Cooker,(0),"KSh 22,999"
CLEARANCE OFFER Nunix Free standing auto ignition 3gas+1 electric hot plate 60*60,(0),"KSh 28,999"
CLEARANCE OFFER Euroken New Arrival EURO55-3+1-E Electric OVEN Free Stand Glass Top Cooker,(0),"KSh 24,999"
CLEARANCE OFFER  Volsmart Full Gas Free Standing Cooker,(0),"KSh 22,999"
CLEARANCE OFFER VON 3+1 58*58 standing cooker,(0),"KSh 44,999"
CLEARANCE OFFER Nunix Free Standing 4 Gas Burner Cooker With Gas  Oven,(0),"KSh 20,999"
CLEARANCE OFFER Full Gas Volsmart Free Standing Cooker,(0),"KSh 19,999"
CLEARANCE OFFER Roch free standing 60×60 standing 3+1 cooker,(0),"KSh 36,999"
CLEARANCE OFFER VOLSMART Full Gas Free Standing Cooker,(0),"KSh 19,999"
CLEARANCE OFFER Nunix Full gas free Standing cooker with gas oven,(0),"KSh 20,999"
"CLEARANCE OFFER Eurochef 3+1 Free Stand Glass Top Cooker, rotisserie Silver",(0),"KSh 25,999"
CLEARANCE OFFER Eurochef Full gas Free Standing cooker with gas oven,(0),"KSh 19,499"
CLEARANCE OFFER Eurochef EGT55-3G1E-E 55*50 3 Gas 1 Electric Standing Cooker With Electric Oven & TIMER,(0),"KSh 25,999"
CLEARANCE OFFER Nunix 60x60 3+1 Electric Free Standing Cooker,(0),"KSh 25,999"
